uei,start,end,state,location,deaths
UEI-IMD-FL-2018-0007,2018-08-01,2018-08-31,Assam,,14.0
UEI-IMD-FL-2018-0029,2018-08-01,2018-08-22,Karnataka,,8.0
UEI-IMD-FL-2018-0036,2018-08-01,2018-08-30,Kerala,,339.0
UEI-IMD-FL-2018-0095,2018-08-01,2018-08-01,Uttar Pradesh,,13.0
UEI-IMD-FL-2018-0096,2018-08-02,2018-08-02,Uttar Pradesh,,11.0
UEI-IMD-FL-2018-0097,2018-08-03,2018-08-03,Uttar Pradesh,,10.0
UEI-IMD-FL-2018-0098,2018-08-04,2018-08-04,Uttar Pradesh,,8.0
UEI-IMD-FL-2018-0099,2018-08-05,2018-08-05,Uttar Pradesh,,13.0
UEI-IMD-FL-2018-0100,2018-08-06,2018-08-06,Uttar Pradesh,,2.0
UEI-IMD-FL-2018-0017,2018-08-09,2018-08-09,Jammu & Kashmir,,
UEI-IMD-FL-2018-0012,2018-08-12,2018-08-13,Himachal Pradesh,,16.0
UEI-IMD-FL-2018-0101,2018-08-12,2018-08-12,Uttar Pradesh,,5.0
UEI-IMD-FL-2018-0102,2018-08-13,2018-08-13,Uttar Pradesh,,9.0
UEI-IMD-FL-2018-0018,2018-08-14,2018-08-14,Jammu & Kashmir,,6.0
UEI-IMD-FL-2018-0067,2018-08-14,2018-08-20,Odisha,,9.0
UEI-IMD-FL-2018-0103,2018-08-14,2018-08-14,Uttar Pradesh,,2.0
UEI-IMD-FL-2018-0060,2018-08-17,2018-08-18,Maharashtra,,5.0
UEI-IMD-FL-2018-0061,2018-08-19,2018-08-19,Maharashtra,,1.0
UEI-IMD-FL-2018-0104,2018-08-19,2018-08-19,Uttar Pradesh,,4.0
UEI-IMD-FL-2018-0003,2018-08-20,2018-08-21,Andhra Pradesh,,4.0
UEI-IMD-FL-2018-0062,2018-08-20,2018-08-21,Maharashtra,,11.0
UEI-IMD-FL-2018-0073,2018-08-20,2018-08-20,Rajasthan,,4.0
UEI-IMD-FL-2018-0074,2018-08-22,2018-08-22,Rajasthan,,4.0
UEI-IMD-FL-2018-0105,2018-08-24,2018-08-24,Uttar Pradesh,,12.0
UEI-IMD-FL-2018-0106,2018-08-27,2018-08-27,Uttar Pradesh,,11.0
UEI-IMD-FL-2018-0107,2018-08-30,2018-08-30,Uttar Pradesh,,1.0
UEI-IMD-FL-2018-0117,2018-08-30,2018-08-30,Uttarakhand,,6.0
UEI-IMD-FL-2018-0008,2018-09-01,2018-09-30,Assam,,3.0
UEI-IMD-FL-2018-0108,2018-09-01,2018-09-01,Uttar Pradesh,,11.0
UEI-IMD-FL-2018-0109,2018-09-02,2018-09-02,Uttar Pradesh,,8.0
UEI-IMD-FL-2018-0044,2018-09-04,2018-09-04,Madhya Pradesh,,4.0
UEI-IMD-FL-2018-0110,2018-09-04,2018-09-04,Uttar Pradesh,,11.0
UEI-IMD-FL-2018-0111,2018-09-05,2018-09-05,Uttar Pradesh,,18.0
UEI-IMD-FL-2018-0112,2018-09-06,2018-09-06,Uttar Pradesh,,
UEI-IMD-FL-2018-0113,2018-09-07,2018-09-07,Uttar Pradesh,,2.0
UEI-IMD-FL-2018-0075,2018-09-08,2018-09-08,Rajasthan,,3.0
UEI-IMD-FL-2018-0076,2018-09-09,2018-09-09,Rajasthan,,2.0
UEI-IMD-FL-2018-0114,2018-09-09,2018-09-09,Uttar Pradesh,,6.0
UEI-IMD-FL-2018-0004,2018-09-14,2018-09-14,Arunachal Pradesh,,4.0
UEI-IMD-FL-2018-0079,2018-09-15,2018-09-15,Tamil Nadu,,
UEI-IMD-FL-2018-0045,2018-09-22,2018-09-22,Madhya Pradesh,,1.0
UEI-IMD-FL-2018-0013,2018-09-23,2018-09-23,Himachal Pradesh,,8.0
UEI-IMD-FL-2018-0068,2018-09-23,2018-09-23,Punjab,,6.0
UEI-IMD-FL-2018-0019,2018-09-24,2018-09-24,Jammu & Kashmir,,5.0
UEI-IMD-FL-2018-0069,2018-09-24,2018-09-24,Punjab,,7.0
UEI-IMD-FL-2018-0115,2018-09-24,2018-09-24,Uttar Pradesh,,4.0
UEI-IMD-FL-2018-0037,2018-10-21,2018-10-21,Kerala,,
UEI-IMD-FL-2018-0020,2018-11-03,2018-11-03,Jammu & Kashmir,,1.0
UEI-IMD-FL-2018-0021,2018-11-05,2018-11-05,Jammu & Kashmir,,3.0
UEI-IMD-FL-2018-0063,2018-11-07,2018-11-07,Manipur,,5.0
UEI-IMD-FL-2018-0038,2018-11-16,2018-11-16,Kerala,,
UEI-IMD-FL-2018-0039,2018-11-17,2018-11-17,Kerala,,
UEI-IMD-FL-2018-0080,2018-11-22,2018-11-22,Tamil Nadu,,3.0
UEI-IMD-FL-2018-0081,2018-11-24,2018-11-24,Tamil Nadu,,2.0
UEI-IMD-FL-2018-0040,2018-12-28,2018-12-28,Kerala,,
UEI-IMD-FL-2019-0032,2019-01-04,2019-01-04,Karnataka,,
UEI-IMD-FL-2019-0139,2019-01-04,2019-04-04,Tripura,,
UEI-IMD-FL-2019-0134,2019-01-05,2019-03-05,Tamil Nadu,,1.0
UEI-IMD-FL-2019-0001,2019-01-06,2019-06-30,Assam,,
UEI-IMD-FL-2019-0018,2019-01-08,2019-01-08,Gujarat,,5.0
UEI-IMD-FL-2019-0023,2019-01-08,2019-08-31,Gujarat,,73.0
UEI-IMD-FL-2019-0082,2019-01-08,2019-01-08,Madhya Pradesh,,1.0
UEI-IMD-FL-2019-0114,2019-01-08,2019-08-10,Odisha,,3.0
UEI-IMD-FL-2019-0024,2019-01-09,2019-09-30,Gujarat,,43.0
UEI-IMD-FL-2019-0031,2019-01-10,2019-02-10,Jharkhand,,5.0
UEI-IMD-FL-2019-0112,2019-01-10,2019-10-31,Maharashtra,,
UEI-IMD-FL-2019-0142,2019-01-22,2019-01-22,Uttar Pradesh,,
UEI-IMD-FL-2019-0143,2019-01-24,2019-01-24,Uttar Pradesh,,
UEI-IMD-FL-2019-0147,2019-02-06,2019-02-06,Uttarakhand,,1.0
UEI-IMD-FL-2019-0025,2019-02-21,2019-02-21,Himachal Pradesh,,
UEI-IMD-FL-2019-0144,2019-02-22,2019-02-22,Uttar Pradesh,,
UEI-IMD-FL-2019-0026,2019-02-25,2019-02-25,Himachal Pradesh,,
UEI-IMD-FL-2019-0161,2019-03-13,2019-03-13,Jammu & Kashmir,,
UEI-IMD-FL-2019-0162,2019-03-17,2019-03-17,Jammu & Kashmir,,2.0
UEI-IMD-FL-2019-0163,2019-03-23,2019-09-23,Jammu & Kashmir,,2.0
UEI-IMD-FL-2019-0164,2019-03-29,2019-03-29,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0117,2019-04-17,2019-04-17,Punjab,,
UEI-IMD-FL-2019-0049,2019-04-19,2019-04-19,Kerala,,
UEI-IMD-FL-2019-0165,2019-04-22,2019-04-24,Jammu & Kashmir,,5.0
UEI-IMD-FL-2019-0050,2019-04-24,2019-04-26,Kerala,,3.0
UEI-IMD-FL-2019-0051,2019-04-28,2019-04-29,Kerala,,
UEI-IMD-FL-2019-0033,2019-05-06,2019-05-06,Karnataka,,
UEI-IMD-FL-2019-0166,2019-05-13,2019-05-13,Jammu & Kashmir,,2.0
UEI-IMD-FL-2019-0052,2019-05-16,2019-05-16,Kerala,,
UEI-IMD-FL-2019-0053,2019-05-19,2019-05-19,Kerala,,
UEI-IMD-FL-2019-0034,2019-05-21,2019-05-21,Karnataka,,
UEI-IMD-FL-2019-0089,2019-05-21,2019-05-21,Maharashtra,,1.0
UEI-IMD-FL-2019-0035,2019-05-22,2019-05-22,Karnataka,,3.0
UEI-IMD-FL-2019-0054,2019-05-24,2019-05-24,Kerala,,1.0
UEI-IMD-FL-2019-0140,2019-05-24,2019-05-26,Tripura,,
UEI-IMD-FL-2019-0130,2019-06-07,2019-07-10,Sikkim,,
UEI-IMD-FL-2019-0055,2019-06-09,2019-06-13,Kerala,,2.0
UEI-IMD-FL-2019-0056,2019-06-12,2019-06-12,Kerala,,
UEI-IMD-FL-2019-0167,2019-06-12,2019-06-12,Jammu & Kashmir,,
UEI-IMD-FL-2019-0057,2019-06-14,2019-06-14,Kerala,,
UEI-IMD-FL-2019-0058,2019-06-20,2019-06-20,Kerala,,
UEI-IMD-FL-2019-0148,2019-06-21,2019-06-21,Uttarakhand,,1.0
UEI-IMD-FL-2019-0036,2019-06-22,2019-06-22,Karnataka,,
UEI-IMD-FL-2019-0149,2019-06-23,2019-06-23,Uttarakhand,,
UEI-IMD-FL-2019-0090,2019-07-01,2019-07-01,Maharashtra,,12.0
UEI-IMD-FL-2019-0091,2019-07-02,2019-07-02,Maharashtra,,45.0
UEI-IMD-FL-2019-0150,2019-07-04,2019-07-04,Uttarakhand,,
UEI-IMD-FL-2019-0168,2019-07-05,2019-07-05,Jammu & Kashmir,,2.0
UEI-IMD-FL-2019-0037,2019-07-06,2019-07-07,Karnataka,,
UEI-IMD-FL-2019-0092,2019-07-07,2019-07-07,Maharashtra,,
UEI-IMD-FL-2019-0019,2019-07-08,2019-08-14,Gujarat,,16.0
UEI-IMD-FL-2019-0016,2019-07-09,2019-07-09,Chhattisgarh,,4.0
UEI-IMD-FL-2019-0158,2019-07-09,2019-07-09,West Bengal,,2.0
UEI-IMD-FL-2019-0169,2019-07-09,2019-07-09,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0002,2019-07-10,2019-07-29,Assam,,88.0
UEI-IMD-FL-2019-0059,2019-07-10,2019-07-10,Kerala,,
UEI-IMD-FL-2019-0004,2019-07-11,2019-07-11,Bihar,,4.0
UEI-IMD-FL-2019-0005,2019-07-12,2019-07-14,Bihar,,63.0
UEI-IMD-FL-2019-0131,2019-07-13,2019-07-13,Sikkim,,
UEI-IMD-FL-2019-0027,2019-07-14,2019-07-14,Himachal Pradesh,,2.0
UEI-IMD-FL-2019-0159,2019-07-14,2019-07-14,West Bengal,,1.0
UEI-IMD-FL-2019-0006,2019-07-15,2019-07-18,Bihar,,98.0
UEI-IMD-FL-2019-0132,2019-07-15,2019-07-25,Sikkim,,
UEI-IMD-FL-2019-0141,2019-07-15,2019-07-15,Tripura,,2.0
UEI-IMD-FL-2019-0170,2019-07-15,2019-07-15,Jammu & Kashmir,,
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,Kerala,,12.0
UEI-IMD-FL-2019-0038,2019-07-20,2019-07-20,Karnataka,,2.0
UEI-IMD-FL-2019-0007,2019-07-22,2019-07-22,Bihar,,15.0
UEI-IMD-FL-2019-0039,2019-07-24,2019-07-24,Karnataka,,1.0
UEI-IMD-FL-2019-0171,2019-07-24,2019-07-24,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0120,2019-07-25,2019-07-29,Rajasthan,,14.0
UEI-IMD-FL-2019-0172,2019-07-25,2019-07-25,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0173,2019-07-26,2019-07-26,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0174,2019-07-27,2019-07-27,Jammu & Kashmir,,2.0
UEI-IMD-FL-2019-0061,2019-07-28,2019-07-28,Kerala,,
UEI-IMD-FL-2019-0093,2019-07-28,2019-07-28,Maharashtra,,5.0
UEI-IMD-FL-2019-0094,2019-07-31,2019-07-31,Maharashtra,,1.0
UEI-IMD-FL-2019-0121,2019-07-31,2019-07-31,Rajasthan,,1.0
UEI-IMD-FL-2019-0175,2019-07-31,2019-07-31,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0003,2019-08-01,2019-08-16,Assam,,6.0
UEI-IMD-FL-2019-0008,2019-08-01,2019-08-01,Bihar,,1.0
UEI-IMD-FL-2019-0040,2019-08-01,2019-08-03,Karnataka,,
UEI-IMD-FL-2019-0095,2019-08-01,2019-08-01,Maharashtra,,
UEI-IMD-FL-2019-0118,2019-08-01,2019-08-26,Punjab,,12.0
UEI-IMD-FL-2019-0122,2019-08-01,2019-08-01,Rajasthan,,3.0
UEI-IMD-FL-2019-0160,2019-08-01,2019-09-30,West Bengal,,220.0
UEI-IMD-FL-2019-0096,2019-08-02,2019-08-02,Maharashtra,,1.0
UEI-IMD-FL-2019-0097,2019-08-03,2019-08-03,Maharashtra,,5.0
UEI-IMD-FL-2019-0176,2019-08-03,2019-08-03,Jammu & Kashmir,,
UEI-IMD-FL-2019-0062,2019-08-04,2019-08-06,Kerala,,
UEI-IMD-FL-2019-0098,2019-08-04,2019-08-04,Maharashtra,,5.0
UEI-IMD-FL-2019-0041,2019-08-05,2019-08-08,Karnataka,,10.0
UEI-IMD-FL-2019-0099,2019-08-05,2019-08-05,Maharashtra,,2.0
UEI-IMD-FL-2019-0123,2019-08-05,2019-08-05,Rajasthan,,2.0
UEI-IMD-FL-2019-0151,2019-08-06,2019-08-06,Uttarakhand,,
UEI-IMD-FL-2019-0063,2019-08-07,2019-08-07,Kerala,,
UEI-IMD-FL-2019-0100,2019-08-07,2019-08-08,Maharashtra,,22.0
UEI-IMD-FL-2019-0113,2019-08-07,2019-12-07,Mizoram,,5.0
UEI-IMD-FL-2019-0124,2019-08-07,2019-08-08,Rajasthan,,4.0
UEI-IMD-FL-2019-0028,2019-08-08,2019-08-08,Himachal Pradesh,,
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,Kerala,,23.0
UEI-IMD-FL-2019-0152,2019-08-08,2019-08-09,Uttarakhand,,5.0
UEI-IMD-FL-2019-0065,2019-08-09,2019-08-09,Kerala,,19.0
UEI-IMD-FL-2019-0101,2019-08-09,2019-08-09,Maharashtra,,4.0
UEI-IMD-FL-2019-0042,2019-08-10,2019-08-11,Karnataka,,
UEI-IMD-FL-2019-0066,2019-08-10,2019-08-10,Kerala,,8.0
UEI-IMD-FL-2019-0067,2019-08-11,2019-08-14,Kerala,,2.0
UEI-IMD-FL-2019-0115,2019-08-11,2019-08-20,Odisha,,7.0
UEI-IMD-FL-2019-0153,2019-08-12,2019-08-12,Uttarakhand,,6.0
UEI-IMD-FL-2019-0009,2019-08-13,2019-08-13,Bihar,,4.0
UEI-IMD-FL-2019-0083,2019-08-13,2019-08-13,Madhya Pradesh,,3.0
UEI-IMD-FL-2019-0125,2019-08-14,2019-08-14,Rajasthan,,1.0
UEI-IMD-FL-2019-0126,2019-08-16,2019-08-19,Rajasthan,,35.0
UEI-IMD-FL-2019-0029,2019-08-17,2019-08-18,Himachal Pradesh,,24.0
UEI-IMD-FL-2019-0084,2019-08-18,2019-08-18,Madhya Pradesh,,5.0
UEI-IMD-FL-2019-0154,2019-08-18,2019-08-18,Uttarakhand,,19.0
UEI-IMD-FL-2019-0068,2019-08-19,2019-08-20,Kerala,,
UEI-IMD-FL-2019-0069,2019-08-22,2019-08-23,Kerala,,
UEI-IMD-FL-2019-0127,2019-08-27,2019-08-27,Rajasthan,,1.0
UEI-IMD-FL-2019-0085,2019-08-30,2019-08-30,Madhya Pradesh,,1.0
UEI-IMD-FL-2019-0102,2019-09-01,2019-09-01,Maharashtra,,2.0
UEI-IMD-FL-2019-0119,2019-09-01,2019-09-05,Punjab,,2.0
UEI-IMD-FL-2019-0155,2019-09-02,2019-09-02,Uttarakhand,,
UEI-IMD-FL-2019-0070,2019-09-03,2019-09-09,Kerala,,
UEI-IMD-FL-2019-0103,2019-09-04,2019-09-04,Maharashtra,,5.0
UEI-IMD-FL-2019-0104,2019-09-05,2019-09-05,Maharashtra,,4.0
UEI-IMD-FL-2019-0105,2019-09-06,2019-09-06,Maharashtra,,1.0
UEI-IMD-FL-2019-0156,2019-09-06,2019-09-08,Uttarakhand,,1.0
UEI-IMD-FL-2019-0043,2019-09-07,2019-09-07,Karnataka,,1.0
UEI-IMD-FL-2019-0017,2019-09-08,2019-09-08,Goa,,1.0
UEI-IMD-FL-2019-0020,2019-09-08,2019-09-08,Gujarat,,4.0
UEI-IMD-FL-2019-0086,2019-09-08,2019-09-08,Madhya Pradesh,,2.0
UEI-IMD-FL-2019-0087,2019-09-09,2019-09-09,Madhya Pradesh,,6.0
UEI-IMD-FL-2019-0106,2019-09-10,2019-09-10,Maharashtra,,
UEI-IMD-FL-2019-0071,2019-09-12,2019-09-12,Kerala,,
UEI-IMD-FL-2019-0128,2019-09-13,2019-09-13,Rajasthan,,2.0
UEI-IMD-FL-2019-0129,2019-09-16,2019-09-17,Rajasthan,,19.0
UEI-IMD-FL-2019-0133,2019-09-16,2019-09-16,Sikkim,,1.0
UEI-IMD-FL-2019-0010,2019-09-17,2019-09-17,Bihar,,17.0
UEI-IMD-FL-2019-0011,2019-09-18,2019-09-18,Bihar,,23.0
UEI-IMD-FL-2019-0044,2019-09-23,2019-09-24,Karnataka,,2.0
UEI-IMD-FL-2019-0107,2019-09-23,2019-09-23,Maharashtra,,1.0
UEI-IMD-FL-2019-0116,2019-09-23,2019-09-25,Odisha,,
UEI-IMD-FL-2019-0108,2019-09-24,2019-09-24,Maharashtra,,2.0
UEI-IMD-FL-2019-0109,2019-09-25,2019-09-25,Maharashtra,,4.0
UEI-IMD-FL-2019-0072,2019-09-26,2019-09-26,Kerala,,
UEI-IMD-FL-2019-0110,2019-09-26,2019-09-26,Maharashtra,,20.0
UEI-IMD-FL-2019-0145,2019-09-26,2019-09-26,Uttar Pradesh,,17.0
UEI-IMD-FL-2019-0157,2019-09-27,2019-09-27,Uttarakhand,,
UEI-IMD-FL-2019-0012,2019-09-28,2019-09-28,Bihar,,15.0
UEI-IMD-FL-2019-0088,2019-09-28,2019-09-28,Madhya Pradesh,,3.0
UEI-IMD-FL-2019-0013,2019-09-30,2019-09-30,Bihar,,13.0
UEI-IMD-FL-2019-0014,2019-10-01,2019-10-01,Bihar,,42.0
UEI-IMD-FL-2019-0015,2019-10-02,2019-10-03,Bihar,,11.0
UEI-IMD-FL-2019-0146,2019-10-02,2019-10-02,Uttar Pradesh,,1.0
UEI-IMD-FL-2019-0138,2019-10-04,2019-10-04,Telangana,,10.0
UEI-IMD-FL-2019-0045,2019-10-06,2019-10-06,Karnataka,,3.0
UEI-IMD-FL-2019-0021,2019-10-08,2019-10-08,Gujarat,,4.0
UEI-IMD-FL-2019-0111,2019-10-09,2019-10-09,Maharashtra,,3.0
UEI-IMD-FL-2019-0030,2019-10-15,2019-10-15,Himachal Pradesh,,
UEI-IMD-FL-2019-0046,2019-10-15,2019-10-15,Karnataka,,3.0
UEI-IMD-FL-2019-0073,2019-10-17,2019-10-17,Kerala,,
UEI-IMD-FL-2019-0047,2019-10-19,2019-10-21,Karnataka,,3.0
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,Kerala,,1.0
UEI-IMD-FL-2019-0075,2019-10-22,2019-10-22,Kerala,,
UEI-IMD-FL-2019-0048,2019-10-25,2019-10-25,Karnataka,,2.0
UEI-IMD-FL-2019-0076,2019-10-30,2019-10-31,Kerala,,
UEI-IMD-FL-2019-0077,2019-11-01,2019-11-02,Kerala,,
UEI-IMD-FL-2019-0078,2019-11-10,2019-11-10,Kerala,,
UEI-IMD-FL-2019-0079,2019-11-11,2019-11-17,Kerala,,
UEI-IMD-FL-2019-0177,2019-11-19,2019-11-19,Jammu & Kashmir,,1.0
UEI-IMD-FL-2019-0080,2019-11-20,2019-11-20,Kerala,,3.0
UEI-IMD-FL-2019-0135,2019-11-30,2019-11-30,Tamil Nadu,,1.0
UEI-IMD-FL-2019-0136,2019-12-01,2019-12-01,Tamil Nadu,,1.0
